date_period,orig_country,lang_family,lang_branch,orig_lang,dest_continent,dest_country,num_results
10/1/07,mx,Indo-European,Romance,es,EUROPE,Macedonia,562
10/1/07,mx,Indo-European,Romance,es,EUROPE,Netherlands,3290
10/1/07,mx,Indo-European,Romance,es,EUROPE,Norway,4240
10/1/07,mx,Indo-European,Romance,es,EUROPE,Poland,6920
10/1/07,mx,Indo-European,Romance,es,EUROPE,Portugal,13200
10/1/07,mx,Indo-European,Romance,es,EUROPE,Romania,3350
10/1/07,mx,Indo-European,Romance,es,EUROPE,Russia,19100
10/1/07,mx,Indo-European,Romance,es,EUROPE,Serbia,4090
10/1/07,mx,Indo-European,Romance,es,EUROPE,Slovakia,1210
10/1/07,mx,Indo-European,Romance,es,EUROPE,Slovenia,1380
10/1/07,mx,Indo-European,Romance,es,EUROPE,Sweden,5790
10/1/07,mx,Indo-European,Romance,es,ASIA,Tajikistan,88
10/1/07,mx,Indo-European,Romance,es,ASIA,Turkmenistan,83
10/1/07,mx,Indo-European,Romance,es,ASIA,Turkey,7140
10/1/07,mx,Indo-European,Romance,es,EUROPE,Ukraine,2640
10/1/07,mx,Indo-European,Romance,es,ASIA,Uzbekistan,176
10/1/07,mx,Indo-European,Romance,es,OCEANIA,Australia,13400
10/1/07,mx,Indo-European,Romance,es,ASIA,China,34200
10/1/07,mx,Indo-European,Romance,es,ASIA,Hong Kong,3410
10/1/07,mx,Indo-European,Romance,es,ASIA,Indonesia,4240
10/1/07,mx,Indo-European,Romance,es,ASIA,Japan,22700
10/1/07,mx,Indo-European,Romance,es,ASIA,Cambodia,798
10/1/07,mx,Indo-European,Romance,es,ASIA,South Korea,6190
10/1/07,mx,Indo-European,Romance,es,ASIA,Laos,182
10/1/07,mx,Indo-European,Romance,es,ASIA,Macau,786
10/1/07,mx,Indo-European,Romance,es,ASIA,Myanmar,1250
10/1/07,mx,Indo-European,Romance,es,ASIA,Mongolia,168
10/1/07,mx,Indo-European,Romance,es,ASIA,Malaysia,2320
10/1/07,mx,Indo-European,Romance,es,OCEANIA,New Zealand,124
10/1/07,mx,Indo-European,Romance,es,ASIA,Philippines,2250
10/1/07,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,112
10/1/07,mx,Indo-European,Romance,es,ASIA,North Korea,3820
10/1/07,mx,Indo-European,Romance,es,ASIA,Singapore,2600
10/1/07,mx,Indo-European,Romance,es,ASIA,Thailand,2480
10/1/07,mx,Indo-European,Romance,es,ASIA,Vietnam,3380
10/1/07,mx,Indo-European,Romance,es,ASIA,Taiwan,1070
10/1/07,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,63
10/1/07,mx,Indo-European,Romance,es,AFRICA,South Sudan,210
11/1/07,mx,Indo-European,Romance,es,AFRICA,Angola,1030
11/1/07,mx,Indo-European,Romance,es,AFRICA,Burundi,135
11/1/07,mx,Indo-European,Romance,es,AFRICA,Benin,69
11/1/07,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,144
11/1/07,mx,Indo-European,Romance,es,AFRICA,Botswana,68
11/1/07,mx,Indo-European,Romance,es,AFRICA,Central African Republic,116
11/1/07,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,707
11/1/07,mx,Indo-European,Romance,es,AFRICA,Cameroon,723
11/1/07,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,493
11/1/07,mx,Indo-European,Romance,es,AFRICA,Eritrea,151
11/1/07,mx,Indo-European,Romance,es,AFRICA,Ethiopia,1230
11/1/07,mx,Indo-European,Romance,es,AFRICA,Gabon,96
11/1/07,mx,Indo-European,Romance,es,AFRICA,Ghana,1070
11/1/07,mx,Indo-European,Romance,es,AFRICA,Guinea,1250
11/1/07,mx,Indo-European,Romance,es,AFRICA,Gambia,207
11/1/07,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,143
11/1/07,mx,Indo-European,Romance,es,AFRICA,Kenya,224
11/1/07,mx,Indo-European,Romance,es,AFRICA,Liberia,802
11/1/07,mx,Indo-European,Romance,es,AFRICA,Lesotho,62
11/1/07,mx,Indo-European,Romance,es,AFRICA,Madagascar,140
11/1/07,mx,Indo-European,Romance,es,AFRICA,Mali,697
11/1/07,mx,Indo-European,Romance,es,AFRICA,Mozambique,536
11/1/07,mx,Indo-European,Romance,es,AFRICA,Mauritania,1070
11/1/07,mx,Indo-European,Romance,es,AFRICA,Mauritius,14700
11/1/07,mx,Indo-European,Romance,es,AFRICA,Malawi,123
11/1/07,mx,Indo-European,Romance,es,AFRICA,Namibia,790
11/1/07,mx,Indo-European,Romance,es,AFRICA,Niger,241
11/1/07,mx,Indo-European,Romance,es,AFRICA,Nigeria,2660
11/1/07,mx,Indo-European,Romance,es,AFRICA,Rwanda,233
11/1/07,mx,Indo-European,Romance,es,AFRICA,Sudan,2400
11/1/07,mx,Indo-European,Romance,es,AFRICA,Senegal,1330
11/1/07,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,560
11/1/07,mx,Indo-European,Romance,es,AFRICA,Somalia,1480
11/1/07,mx,Indo-European,Romance,es,AFRICA,Chad,1960
11/1/07,mx,Indo-European,Romance,es,AFRICA,Togo,136
11/1/07,mx,Indo-European,Romance,es,AFRICA,Tanzania,631
11/1/07,mx,Indo-European,Romance,es,AFRICA,Uganda,691
11/1/07,mx,Indo-European,Romance,es,AFRICA,South Africa,8550
11/1/07,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,512
11/1/07,mx,Indo-European,Romance,es,AFRICA,Zambia,501
11/1/07,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,205
11/1/07,mx,Indo-European,Romance,es,ASIA,Afghanistan,10500
11/1/07,mx,Indo-European,Romance,es,ASIA,Bangladesh,1020
11/1/07,mx,Indo-European,Romance,es,ASIA,Bhutan,33
11/1/07,mx,Indo-European,Romance,es,ASIA,India,11200
11/1/07,mx,Indo-European,Romance,es,ASIA,Sri Lanka,752
11/1/07,mx,Indo-European,Romance,es,ASIA,Nepal,707
11/1/07,mx,Indo-European,Romance,es,ASIA,Pakistan,6110
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Canada,17600
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,United States,47275
11/1/07,mx,Indo-European,Romance,es,ASIA,United Arab Emirates,1300
11/1/07,mx,Indo-European,Romance,es,AFRICA,Algeria,2700
11/1/07,mx,Indo-European,Romance,es,AFRICA,Egypt,4930
11/1/07,mx,Indo-European,Romance,es,ASIA,Iran,23100
11/1/07,mx,Indo-European,Romance,es,ASIA,Iraq,25100
11/1/07,mx,Indo-European,Romance,es,ASIA,Israel,16900
11/1/07,mx,Indo-European,Romance,es,ASIA,Jordan,2390
11/1/07,mx,Indo-European,Romance,es,ASIA,Kuwait,1110
11/1/07,mx,Indo-European,Romance,es,ASIA,Lebanon,4980
11/1/07,mx,Indo-European,Romance,es,AFRICA,Libya,1880
11/1/07,mx,Indo-European,Romance,es,AFRICA,Morocco,4900
11/1/07,mx,Indo-European,Romance,es,ASIA,Oman,208
11/1/07,mx,Indo-European,Romance,es,ASIA,Qatar,2180
11/1/07,mx,Indo-European,Romance,es,ASIA,Saudi Arabia,2210
11/1/07,mx,Indo-European,Romance,es,ASIA,Syria,4030
11/1/07,mx,Indo-European,Romance,es,AFRICA,Tunisia,1270
11/1/07,mx,Indo-European,Romance,es,ASIA,West Bank,3833
11/1/07,mx,Indo-European,Romance,es,ASIA,Yemen,731
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Argentina,90300
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Bolivia,31600
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Brazil,54900
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Chile,47400
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Colombia,46000
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Costa Rica,13200
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Cuba,24900
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Dominican Republic,14400
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Ecuador,40600
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Guatemala,13700
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Honduras,9450
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Haiti,4850
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Jamaica,2620
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Mexico,84600
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Nicaragua,15800
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Panama,31500
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Peru,36800
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Puerto Rico,7030
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Paraguay,17600
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,El Salvador,27200
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Uruguay,42000
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,Venezuela,56200
11/1/07,mx,Indo-European,Romance,es,EUROPE,Albania,571
11/1/07,mx,Indo-European,Romance,es,EUROPE,Armenia,946
11/1/07,mx,Indo-European,Romance,es,EUROPE,Austria,5740
11/1/07,mx,Indo-European,Romance,es,EUROPE,Azerbaijan,69
11/1/07,mx,Indo-European,Romance,es,EUROPE,Belgium,5810
11/1/07,mx,Indo-European,Romance,es,EUROPE,Bulgaria,2210
11/1/07,mx,Indo-European,Romance,es,EUROPE,Bosnia and Herzegovina,193
11/1/07,mx,Indo-European,Romance,es,EUROPE,Belarus,1130
11/1/07,mx,Indo-European,Romance,es,EUROPE,Switzerland,11400
11/1/07,mx,Indo-European,Romance,es,EUROPE,Czech Republic,4410
11/1/07,mx,Indo-European,Romance,es,EUROPE,Germany,30200
11/1/07,mx,Indo-European,Romance,es,EUROPE,Denmark,4290
11/1/07,mx,Indo-European,Romance,es,EUROPE,Spain,130000
11/1/07,mx,Indo-European,Romance,es,EUROPE,Estonia,1140
11/1/07,mx,Indo-European,Romance,es,EUROPE,Finland,3410
11/1/07,mx,Indo-European,Romance,es,EUROPE,France,42600
11/1/07,mx,Indo-European,Romance,es,EUROPE,United Kingdom,15500
11/1/07,mx,Indo-European,Romance,es,EUROPE,Georgia,2310
11/1/07,mx,Indo-European,Romance,es,EUROPE,Greece,5460
11/1/07,mx,Indo-European,Romance,es,N_AMERICA,Greenland,172
11/1/07,mx,Indo-European,Romance,es,EUROPE,Croatia,2430
11/1/07,mx,Indo-European,Romance,es,EUROPE,Hungary,2920
11/1/07,mx,Indo-European,Romance,es,EUROPE,Ireland,5590
11/1/07,mx,Indo-European,Romance,es,EUROPE,Italy,27400
11/1/07,mx,Indo-European,Romance,es,ASIA,Kazakhstan,178
11/1/07,mx,Indo-European,Romance,es,ASIA,Kyrgyzstan,71
11/1/07,mx,Indo-European,Romance,es,EUROPE,Lithuania,1360
11/1/07,mx,Indo-European,Romance,es,EUROPE,Macedonia,562
11/1/07,mx,Indo-European,Romance,es,EUROPE,Netherlands,3290
11/1/07,mx,Indo-European,Romance,es,EUROPE,Norway,4240
11/1/07,mx,Indo-European,Romance,es,EUROPE,Poland,6920
11/1/07,mx,Indo-European,Romance,es,EUROPE,Portugal,13200
11/1/07,mx,Indo-European,Romance,es,EUROPE,Romania,3350
11/1/07,mx,Indo-European,Romance,es,EUROPE,Russia,19100
11/1/07,mx,Indo-European,Romance,es,EUROPE,Serbia,4090
11/1/07,mx,Indo-European,Romance,es,EUROPE,Slovakia,1210
11/1/07,mx,Indo-European,Romance,es,EUROPE,Slovenia,1380
11/1/07,mx,Indo-European,Romance,es,EUROPE,Sweden,5790
11/1/07,mx,Indo-European,Romance,es,ASIA,Tajikistan,88
11/1/07,mx,Indo-European,Romance,es,ASIA,Turkmenistan,83
11/1/07,mx,Indo-European,Romance,es,ASIA,Turkey,7140
11/1/07,mx,Indo-European,Romance,es,EUROPE,Ukraine,2640
11/1/07,mx,Indo-European,Romance,es,ASIA,Uzbekistan,176
11/1/07,mx,Indo-European,Romance,es,OCEANIA,Australia,13400
11/1/07,mx,Indo-European,Romance,es,ASIA,China,34200
11/1/07,mx,Indo-European,Romance,es,ASIA,Hong Kong,3410
11/1/07,mx,Indo-European,Romance,es,ASIA,Indonesia,4240
11/1/07,mx,Indo-European,Romance,es,ASIA,Japan,22700
11/1/07,mx,Indo-European,Romance,es,ASIA,Cambodia,798
11/1/07,mx,Indo-European,Romance,es,ASIA,South Korea,6190
11/1/07,mx,Indo-European,Romance,es,ASIA,Laos,182
11/1/07,mx,Indo-European,Romance,es,ASIA,Macau,786
11/1/07,mx,Indo-European,Romance,es,ASIA,Myanmar,1250
11/1/07,mx,Indo-European,Romance,es,ASIA,Mongolia,168
11/1/07,mx,Indo-European,Romance,es,ASIA,Malaysia,2320
11/1/07,mx,Indo-European,Romance,es,OCEANIA,New Zealand,124
11/1/07,mx,Indo-European,Romance,es,ASIA,Philippines,2250
11/1/07,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,112
11/1/07,mx,Indo-European,Romance,es,ASIA,North Korea,3820
11/1/07,mx,Indo-European,Romance,es,ASIA,Singapore,2600
11/1/07,mx,Indo-European,Romance,es,ASIA,Thailand,2480
11/1/07,mx,Indo-European,Romance,es,ASIA,Vietnam,3380
11/1/07,mx,Indo-European,Romance,es,ASIA,Taiwan,1070
11/1/07,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,63
11/1/07,mx,Indo-European,Romance,es,AFRICA,South Sudan,210
12/1/07,mx,Indo-European,Romance,es,AFRICA,Angola,1030
12/1/07,mx,Indo-European,Romance,es,AFRICA,Burundi,135
12/1/07,mx,Indo-European,Romance,es,AFRICA,Benin,69
12/1/07,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,144
12/1/07,mx,Indo-European,Romance,es,AFRICA,Botswana,68
12/1/07,mx,Indo-European,Romance,es,AFRICA,Central African Republic,116
12/1/07,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,707
12/1/07,mx,Indo-European,Romance,es,AFRICA,Cameroon,723
12/1/07,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,493
12/1/07,mx,Indo-European,Romance,es,AFRICA,Eritrea,151
12/1/07,mx,Indo-European,Romance,es,AFRICA,Ethiopia,1230
12/1/07,mx,Indo-European,Romance,es,AFRICA,Gabon,96
12/1/07,mx,Indo-European,Romance,es,AFRICA,Ghana,1070
12/1/07,mx,Indo-European,Romance,es,AFRICA,Guinea,1250
12/1/07,mx,Indo-European,Romance,es,AFRICA,Gambia,207
12/1/07,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,143
12/1/07,mx,Indo-European,Romance,es,AFRICA,Kenya,224
12/1/07,mx,Indo-European,Romance,es,AFRICA,Liberia,802
12/1/07,mx,Indo-European,Romance,es,AFRICA,Lesotho,62
12/1/07,mx,Indo-European,Romance,es,AFRICA,Madagascar,140
12/1/07,mx,Indo-European,Romance,es,AFRICA,Mali,697
12/1/07,mx,Indo-European,Romance,es,AFRICA,Mozambique,536
12/1/07,mx,Indo-European,Romance,es,AFRICA,Mauritania,1070
12/1/07,mx,Indo-European,Romance,es,AFRICA,Mauritius,14700
12/1/07,mx,Indo-European,Romance,es,AFRICA,Malawi,123
12/1/07,mx,Indo-European,Romance,es,AFRICA,Namibia,790
12/1/07,mx,Indo-European,Romance,es,AFRICA,Niger,241
12/1/07,mx,Indo-European,Romance,es,AFRICA,Nigeria,2660
12/1/07,mx,Indo-European,Romance,es,AFRICA,Rwanda,233
12/1/07,mx,Indo-European,Romance,es,AFRICA,Sudan,2400
12/1/07,mx,Indo-European,Romance,es,AFRICA,Senegal,1330
12/1/07,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,560
12/1/07,mx,Indo-European,Romance,es,AFRICA,Somalia,1480
12/1/07,mx,Indo-European,Romance,es,AFRICA,Chad,1960
12/1/07,mx,Indo-European,Romance,es,AFRICA,Togo,136
12/1/07,mx,Indo-European,Romance,es,AFRICA,Tanzania,631
12/1/07,mx,Indo-European,Romance,es,AFRICA,Uganda,691
12/1/07,mx,Indo-European,Romance,es,AFRICA,South Africa,8550
12/1/07,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,512
12/1/07,mx,Indo-European,Romance,es,AFRICA,Zambia,501
12/1/07,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,205
12/1/07,mx,Indo-European,Romance,es,ASIA,Afghanistan,10500
12/1/07,mx,Indo-European,Romance,es,ASIA,Bangladesh,1020
12/1/07,mx,Indo-European,Romance,es,ASIA,Bhutan,33
12/1/07,mx,Indo-European,Romance,es,ASIA,India,11200
12/1/07,mx,Indo-European,Romance,es,ASIA,Sri Lanka,752
12/1/07,mx,Indo-European,Romance,es,ASIA,Nepal,707
12/1/07,mx,Indo-European,Romance,es,ASIA,Pakistan,6110
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Canada,17600
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,United States,47275
12/1/07,mx,Indo-European,Romance,es,ASIA,United Arab Emirates,1300
12/1/07,mx,Indo-European,Romance,es,AFRICA,Algeria,2700
12/1/07,mx,Indo-European,Romance,es,AFRICA,Egypt,4930
12/1/07,mx,Indo-European,Romance,es,ASIA,Iran,23100
12/1/07,mx,Indo-European,Romance,es,ASIA,Iraq,25100
12/1/07,mx,Indo-European,Romance,es,ASIA,Israel,16900
12/1/07,mx,Indo-European,Romance,es,ASIA,Jordan,2390
12/1/07,mx,Indo-European,Romance,es,ASIA,Kuwait,1110
12/1/07,mx,Indo-European,Romance,es,ASIA,Lebanon,4980
12/1/07,mx,Indo-European,Romance,es,AFRICA,Libya,1880
12/1/07,mx,Indo-European,Romance,es,AFRICA,Morocco,4900
12/1/07,mx,Indo-European,Romance,es,ASIA,Oman,208
12/1/07,mx,Indo-European,Romance,es,ASIA,Qatar,2180
12/1/07,mx,Indo-European,Romance,es,ASIA,Saudi Arabia,2210
12/1/07,mx,Indo-European,Romance,es,ASIA,Syria,4030
12/1/07,mx,Indo-European,Romance,es,AFRICA,Tunisia,1270
12/1/07,mx,Indo-European,Romance,es,ASIA,West Bank,3833
12/1/07,mx,Indo-European,Romance,es,ASIA,Yemen,731
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Argentina,90300
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Bolivia,31600
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Brazil,54900
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Chile,47400
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Colombia,46000
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Costa Rica,13200
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Cuba,24900
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Dominican Republic,14400
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Ecuador,40600
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Guatemala,13700
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Honduras,9450
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Haiti,4850
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Jamaica,2620
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Mexico,84600
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Nicaragua,15800
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Panama,31500
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Peru,36800
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Puerto Rico,7030
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Paraguay,17600
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,El Salvador,27200
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Uruguay,42000
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,Venezuela,56200
12/1/07,mx,Indo-European,Romance,es,EUROPE,Albania,571
12/1/07,mx,Indo-European,Romance,es,EUROPE,Armenia,946
12/1/07,mx,Indo-European,Romance,es,EUROPE,Austria,5740
12/1/07,mx,Indo-European,Romance,es,EUROPE,Azerbaijan,69
12/1/07,mx,Indo-European,Romance,es,EUROPE,Belgium,5810
12/1/07,mx,Indo-European,Romance,es,EUROPE,Bulgaria,2210
12/1/07,mx,Indo-European,Romance,es,EUROPE,Bosnia and Herzegovina,193
12/1/07,mx,Indo-European,Romance,es,EUROPE,Belarus,1130
12/1/07,mx,Indo-European,Romance,es,EUROPE,Switzerland,11400
12/1/07,mx,Indo-European,Romance,es,EUROPE,Czech Republic,4410
12/1/07,mx,Indo-European,Romance,es,EUROPE,Germany,30200
12/1/07,mx,Indo-European,Romance,es,EUROPE,Denmark,4290
12/1/07,mx,Indo-European,Romance,es,EUROPE,Spain,130000
12/1/07,mx,Indo-European,Romance,es,EUROPE,Estonia,1140
12/1/07,mx,Indo-European,Romance,es,EUROPE,Finland,3410
12/1/07,mx,Indo-European,Romance,es,EUROPE,France,42600
12/1/07,mx,Indo-European,Romance,es,EUROPE,United Kingdom,15500
12/1/07,mx,Indo-European,Romance,es,EUROPE,Georgia,2310
12/1/07,mx,Indo-European,Romance,es,EUROPE,Greece,5460
12/1/07,mx,Indo-European,Romance,es,N_AMERICA,Greenland,172
12/1/07,mx,Indo-European,Romance,es,EUROPE,Croatia,2430
12/1/07,mx,Indo-European,Romance,es,EUROPE,Hungary,2920
12/1/07,mx,Indo-European,Romance,es,EUROPE,Ireland,5590
12/1/07,mx,Indo-European,Romance,es,EUROPE,Italy,27400
12/1/07,mx,Indo-European,Romance,es,ASIA,Kazakhstan,178
12/1/07,mx,Indo-European,Romance,es,ASIA,Kyrgyzstan,71
12/1/07,mx,Indo-European,Romance,es,EUROPE,Lithuania,1360
12/1/07,mx,Indo-European,Romance,es,EUROPE,Macedonia,562
12/1/07,mx,Indo-European,Romance,es,EUROPE,Netherlands,3290
12/1/07,mx,Indo-European,Romance,es,EUROPE,Norway,4240
12/1/07,mx,Indo-European,Romance,es,EUROPE,Poland,6920
12/1/07,mx,Indo-European,Romance,es,EUROPE,Portugal,13200
12/1/07,mx,Indo-European,Romance,es,EUROPE,Romania,3350
12/1/07,mx,Indo-European,Romance,es,EUROPE,Russia,19100
12/1/07,mx,Indo-European,Romance,es,EUROPE,Serbia,4090
12/1/07,mx,Indo-European,Romance,es,EUROPE,Slovakia,1210
12/1/07,mx,Indo-European,Romance,es,EUROPE,Slovenia,1380
12/1/07,mx,Indo-European,Romance,es,EUROPE,Sweden,5790
12/1/07,mx,Indo-European,Romance,es,ASIA,Tajikistan,88
12/1/07,mx,Indo-European,Romance,es,ASIA,Turkmenistan,83
12/1/07,mx,Indo-European,Romance,es,ASIA,Turkey,7140
12/1/07,mx,Indo-European,Romance,es,EUROPE,Ukraine,2640
12/1/07,mx,Indo-European,Romance,es,ASIA,Uzbekistan,176
12/1/07,mx,Indo-European,Romance,es,OCEANIA,Australia,13400
12/1/07,mx,Indo-European,Romance,es,ASIA,China,34200
12/1/07,mx,Indo-European,Romance,es,ASIA,Hong Kong,3410
12/1/07,mx,Indo-European,Romance,es,ASIA,Indonesia,4240
12/1/07,mx,Indo-European,Romance,es,ASIA,Japan,22700
12/1/07,mx,Indo-European,Romance,es,ASIA,Cambodia,798
12/1/07,mx,Indo-European,Romance,es,ASIA,South Korea,6190
12/1/07,mx,Indo-European,Romance,es,ASIA,Laos,182
12/1/07,mx,Indo-European,Romance,es,ASIA,Macau,786
12/1/07,mx,Indo-European,Romance,es,ASIA,Myanmar,1250
12/1/07,mx,Indo-European,Romance,es,ASIA,Mongolia,168
12/1/07,mx,Indo-European,Romance,es,ASIA,Malaysia,2320
12/1/07,mx,Indo-European,Romance,es,OCEANIA,New Zealand,124
12/1/07,mx,Indo-European,Romance,es,ASIA,Philippines,2250
12/1/07,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,112
12/1/07,mx,Indo-European,Romance,es,ASIA,North Korea,3820
12/1/07,mx,Indo-European,Romance,es,ASIA,Singapore,2600
12/1/07,mx,Indo-European,Romance,es,ASIA,Thailand,2480
12/1/07,mx,Indo-European,Romance,es,ASIA,Vietnam,3380
12/1/07,mx,Indo-European,Romance,es,ASIA,Taiwan,1070
12/1/07,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,63
12/1/07,mx,Indo-European,Romance,es,AFRICA,South Sudan,210
1/1/08,mx,Indo-European,Romance,es,AFRICA,Angola,2620
1/1/08,mx,Indo-European,Romance,es,AFRICA,Burundi,189
1/1/08,mx,Indo-European,Romance,es,AFRICA,Benin,146
1/1/08,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,230
1/1/08,mx,Indo-European,Romance,es,AFRICA,Botswana,156
1/1/08,mx,Indo-European,Romance,es,AFRICA,Central African Republic,170
1/1/08,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,2300
1/1/08,mx,Indo-European,Romance,es,AFRICA,Cameroon,2010
1/1/08,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,1239
1/1/08,mx,Indo-European,Romance,es,AFRICA,Eritrea,192
1/1/08,mx,Indo-European,Romance,es,AFRICA,Ethiopia,1780
1/1/08,mx,Indo-European,Romance,es,AFRICA,Gabon,179
1/1/08,mx,Indo-European,Romance,es,AFRICA,Ghana,2040
1/1/08,mx,Indo-European,Romance,es,AFRICA,Guinea,2740
1/1/08,mx,Indo-European,Romance,es,AFRICA,Gambia,212
1/1/08,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,178
1/1/08,mx,Indo-European,Romance,es,AFRICA,Kenya,621
1/1/08,mx,Indo-European,Romance,es,AFRICA,Liberia,982
1/1/08,mx,Indo-European,Romance,es,AFRICA,Lesotho,78
1/1/08,mx,Indo-European,Romance,es,AFRICA,Madagascar,856
1/1/08,mx,Indo-European,Romance,es,AFRICA,Mali,1170
1/1/08,mx,Indo-European,Romance,es,AFRICA,Mozambique,1180
1/1/08,mx,Indo-European,Romance,es,AFRICA,Mauritania,1830
1/1/08,mx,Indo-European,Romance,es,AFRICA,Mauritius,22400
1/1/08,mx,Indo-European,Romance,es,AFRICA,Malawi,538
1/1/08,mx,Indo-European,Romance,es,AFRICA,Namibia,829
1/1/08,mx,Indo-European,Romance,es,AFRICA,Niger,934
1/1/08,mx,Indo-European,Romance,es,AFRICA,Nigeria,5710
1/1/08,mx,Indo-European,Romance,es,AFRICA,Rwanda,1550
1/1/08,mx,Indo-European,Romance,es,AFRICA,Sudan,3310
1/1/08,mx,Indo-European,Romance,es,AFRICA,Senegal,1970
1/1/08,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,652
1/1/08,mx,Indo-European,Romance,es,AFRICA,Somalia,3980
1/1/08,mx,Indo-European,Romance,es,AFRICA,Chad,2570
1/1/08,mx,Indo-European,Romance,es,AFRICA,Togo,194
1/1/08,mx,Indo-European,Romance,es,AFRICA,Tanzania,1300
1/1/08,mx,Indo-European,Romance,es,AFRICA,Uganda,1200
1/1/08,mx,Indo-European,Romance,es,AFRICA,South Africa,18800
1/1/08,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,1513
1/1/08,mx,Indo-European,Romance,es,AFRICA,Zambia,623
1/1/08,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,1230
1/1/08,mx,Indo-European,Romance,es,ASIA,Afghanistan,16100
1/1/08,mx,Indo-European,Romance,es,ASIA,Bangladesh,1510
1/1/08,mx,Indo-European,Romance,es,ASIA,Bhutan,79
1/1/08,mx,Indo-European,Romance,es,ASIA,India,24600
1/1/08,mx,Indo-European,Romance,es,ASIA,Sri Lanka,1280
1/1/08,mx,Indo-European,Romance,es,ASIA,Nepal,1520
